Title,Year,Authors,URL,DOI,Source,Abstract
Low-Load Blood-Flow Restricted Resistance Training Improves Finger Flexor Muscle Function in Experienced Climbers: A Randomized Controlled Trial. (2026),2026,"Perrin Titouan P, Randy Hugo, Santal Pyrène, Hugues Xavier, Tourette Nicolas et al.",https://pubmed.ncbi.nlm.nih.gov/41882800/,10.1249/MSS.0000000000003992,Pubmed,"PURPOSE: Low-load blood flow restriction training (LLBFRT) is a promising modality to improve muscle strength and endurance. In sport-climbing, LLBFRT may prove useful to reduce mechanical stress compared to traditional high-load resistance training (HLRT); however, previous climbing studies have failed to induce strength gains with LLBFRT, potentially due to insufficient training stimulus. This study thus aims to examine muscular adaptations to a 5-week finger flexors LLBFRT program until failure, with comparison to HLRT. METHODS: Thirty-six advanced-to-elite climbers were randomly assigned to LLBFRT, HLRT or a control (CON) group. Participants in LLBFRT and HLRT trained twice a week, at ~40% and ~75% of maximal voluntary contraction (MVC) respectively; cuffs were inflated at 60% of limb occlusion pressure in LLBFRT. Rate of perceived exertion, upper-limb discomfort and finger pain intensity were measured during each session. Before and after intervention, finger flexors muscle thickness and strength were determined, while critical force and oxygenation were assessed during a fatiguing test. RESULTS: During training sessions, force-time integral was lower (-19%, p= 0.009) while mean upper-limb discomfort was greater (5±2 vs . 4±2 units, p= 0.028) in LLBFRT vs HLRT. LLBFRT significantly improved finger flexors MVC (+9±8%, p= 0.009) and critical force (+22±15%, p <0.001). These gains were comparable to HLRT (+13±11%, p= 0.006 and +24±21%, p= 0.012, respectively). No significant changes were found in CON. CONCLUSIONS: Despite lower mechanical load, LLBFRT conducted until failure significantly improved finger flexor muscular capacities to a similar extent than HLRT in experienced sport-climbers. This training modality may therefore be of particular interest during overload periods."
Optimizing Strength and Hypertrophy: The Combined Effect of Intensity and Velocity Loss Thresholds in Bench Press Training. (2026),2026,"Pareja-Blanco Fernando, Sánchez-Valdepeñas Juan, Cornejo-Daza Pedro Jesús, Rodiles-Guerrero Luis",https://pubmed.ncbi.nlm.nih.gov/41872733/,10.1249/MSS.0000000000003988,Pubmed,"PURPOSE: To analyze the effects of: 1) different relative intensities (%1RM) when matching velocity loss (VL); 2) different VL thresholds when matching %1RM; and 3) the interaction between %1RM and VL on strength gains and hypertrophy during the bench press exercise. We hypothesized that high-intensity (70-85% 1RM) with a moderate VL (25%) would maximize strength gains, while a high VL (50%) would optimize hypertrophy. METHODS: One hundred and fifty-eight resistance-trained men were randomly assigned to 12 groups following an 8-week bench press training program. Each group was categorized into one of three intensity ranges (40-55% 1RM, 55-70% 1RM, and 70-85% 1RM) and distinguished by the VL allowed per set (0%, 15%, 25%, and 50%). Assessments performed before and after the training program included: (1) cross-sectional area (CSA) of the pectoralis major, (2) maximal isometric strength, (3) progressive loading test, and (4) maximum number of repetitions (MNR), in bench press. RESULTS: Significant ""intensity × time"" interactions were observed for CSA, 1RM, velocity attained against submaximal loads, and MNR, with 70-85% 1RM producing the greatest gains. Significant ""VL × time"" interactions were found for CSA, 1RM, and MNR, with VL50 yielding the highest increases in CSA and MNR, while VL25 resulted in the greatest improvements in 1RM. CONCLUSIONS: Bench press training adaptations depend on intensity and VL. High intensities (70-85% 1RM) consistently optimized strength and hypertrophy, while VL modulates outcomes: greater VL (50%) maximized muscle growth and endurance, while moderate VL (25%) produced superior maximal strength gains."
Effects of isometric vs. dynamic resistance training on muscle performance and body composition: Protocol for a pilot study. (2025),2025,"Ghayomzadeh Morteza, Natera Alex, Sabag Angelo, Cooper Brock, Davis Glen M et al.",https://pubmed.ncbi.nlm.nih.gov/41869367/,10.1016/j.jsampl.2025.100108,Pubmed,"BACKGROUND: Isometric resistance training (ISO-RT) has gained renewed attention for its potential to elicit muscular adaptations and enhance athletic performance. Unlike dynamic resistance training (DYN-RT), ISO-RT involves no joint movement or eccentric loading, making it particularly suitable for individuals with joint pathologies or those undergoing rehabilitation. Despite increasing interest, the comparative effectiveness of ISO-RT versus DYN-RT across various outcomes, including strength, hypertrophy, endurance, and recovery, remains inadequately explored. AIMS: This study aims to evaluate and compare the effects of multi-angle ISO-RT and traditional DYN-RT on muscle performance, body composition, and recovery-related indicators in healthy adults. METHODS: In this pilot randomised controlled trial, 20 healthy adults (≥18 years) will be randomly assigned to either the ISO-RT or DYN-RT group (n ​= ​10 per group). Both groups will complete a full-body resistance training program twice weekly for six weeks. The key distinction lies in the execution of the chest press and leg press exercises-performed isometrically in the ISO-RT group and dynamically in the DYN-RT group. All outcomes will be assessed at baseline and post-intervention. ANALYSIS: Primary outcomes include dynamic and isometric strength. Secondary outcomes encompass muscular power, dynamic and isometric endurance, body composition (via dual-energy X-ray absorptiometry), muscle oxygenation (via near-infrared spectroscopy), and subjective recovery indicators such as sleep quality and delayed onset muscle soreness. Between-group comparisons will be conducted using appropriate inferential statistical tests to determine effect estimates and feasibility metrics. DISCUSSION/IMPLICATIONS: This trial will offer preliminary insights into the physiological and perceptual adaptations elicited by ISO-RT versus DYN-RT. The findings will inform the design of larger-scale trials and contribute to developing tailored, evidence-based resistance training guidelines for both clinical and athletic populations."
Velocity Loss During Resistance Training: Implications for Concurrent Training Adaptations. (2026),2026,"Tundidor-Duque Rafael Matías, Loturco Irineu, Paéz-Maldondado Jose Antonio, Asín-Izquierdo Iván, Lovillo-Fuentes Francisco et al.",https://pubmed.ncbi.nlm.nih.gov/41855389/,10.1111/sms.70265,Pubmed,"This study examined the effects of different velocity loss (VL) thresholds during resistance training (RT) on adaptations to concurrent training (CT), with particular focus on strength, endurance, neuromuscular, and hypertrophic outcomes. Forty-one moderately trained men were randomly assigned to one of four groups: CT with RT at 0% (VL0; n = 10), 15% (VL15; n = 10), or 40% (VL40; n = 11) VL, or endurance training (ET; n = 10) alone. Over 8 weeks, CT groups performed squat-based RT at 70%-85% of one-repetition maximum followed by ET (separated by 10 min), consisting of running at 90%-105% (from 18 to 8 min) of maximal aerobic speed (MAS) two times per week. Assessments included cross-sectional area of the vastus lateralis, maximal isometric squat, progressive loading squat, countermovement jump, sprinting, MAS, fatigue resistance, and electromyography (EMG) during squat tests. All CT groups significantly increased muscle mass, with VL40 achieving the greatest gains (group × time interaction, p < 0.05), while ET showed no changes. MAS improved in all groups (p < 0.001), with ET achieving the greatest gains; within CT, the lower the VL, the higher the effect size (group × time interaction, p = 0.04). VL15 and VL40 obtained greater 1RM gains than ET (group × time interaction, p = 0.009). VL15 and VL40 significantly improved strength-related variables. ET showed no strength gains and significantly reduced the rate of force development at 400 ms (p = 0.01). VL0 increased EMG amplitude across loads, while ET reduced it (group × time interactions, p < 0.05). CT improved strength and endurance performance. However, fatigue induced during RT may attenuate endurance adaptations. ET enhanced aerobic performance but impaired neuromuscular function and failed to improve strength."
"American College of Sports Medicine Position Stand. Resistance Training Prescription for Muscle Function, Hypertrophy, and Physical Performance in Healthy Adults: An Overview of Reviews. (2026)",2026,"Currier Brad S, D'Souza Alysha C, Singh Maria A Fiatarone, Lowisz Caroline V, Rawson Eric S et al.",https://pubmed.ncbi.nlm.nih.gov/41843416/,10.1249/MSS.0000000000003897,Pubmed,"PURPOSE: The aim of this overview of reviews was to determine the impact of resistance training (RT) prescription on muscle function and hypertrophy, utilizing evidence synthesis methods. It updates the American College of Sports Medicine 2009 Position Stand, ""Progression models in resistance training for healthy adults."" DATA SOURCES: Ovid MEDLINE(R) ALL, Ovid Emcare, Ovid Embase, Cochrane Database of Systematic Reviews, EBSCOhost SPORTDiscus, and Web of Science Core Collection current to October 2024. ELIGIBILITY CRITERIA: Eligible systematic reviews synthesized randomized trials of healthy adults (≥18 yr) who completed RT (≥6 wk; range: 6-52 wk), compared with a group that completed no exercise or an alternative RT program, and reported the change in muscle function, size, or physical performance. RESULTS: We synthesized data from 137 systematic reviews (>30,000 participants). Compared with no exercise (control), RT significantly improved muscle strength, size (hypertrophy), power, endurance, contraction velocity, gait speed, balance, and multiple physical function outcomes. Few RT prescription (RTx) variables affected primary adaptations. However, voluntary strength was enhanced by lifting heavier loads (≥80% one-repetition maximum), through a complete range of motion, for 2-3 sets, at the beginning of training sessions, and ≥2 sessions/wk. Muscle hypertrophy was enhanced by higher volumes (≥10 sets/wk) and eccentric overload. Power was enhanced by moderate loads (30%-70% one-repetition maximum), low-to-moderate volume (≤24 repetitions⋅sets), Olympic-style weightlifting, and power RT (fast concentric phase). Power RT enhanced physical function. Training to momentary muscle fatigue, equipment type, exercise complexity, set structure, time under tension, blood flow restriction, and periodization did not consistently impact training outcomes. CONCLUSIONS: Healthy adults should perform progressive RT, with variable prescription consistent with our findings, to improve muscle function, size, and physical performance. Muscle strength, hypertrophy, power, and certain components of physical function can be enhanced by manipulating the RT variables highlighted."
Modifying the structural substrate and progression of heart failure with preserved ejection fraction using a regular exercise regimen in pigs. (2026),2026,"Samani Stephanie L, Barlow Shayne C, Freeburg Lisa A, Catherwood Grayson M, Churillo Amelia M et al.",https://pubmed.ncbi.nlm.nih.gov/41811247/,10.1152/ajpheart.00668.2025,Pubmed,"Heart failure (HF) with a preserved ejection fraction (HFpEF) arises from a persistent left ventricular (LV) pressure overload (LVPO) ultimately causing increased LV myocardial stiffness (Km) and resistance to LV filling resulting in increased pulmonary capillary wedge pressure (PCWP) and left atrial area (LAA). Increased LV collagen content (fibrosis) is a structural underpinning of this process. Although exercise programs have shown benefit in patients with HF, whether and to what degree an exercise program overlaid with progressive LVPO may alter HFpEF progression remains unclear. Pigs (25 kg) underwent progressive LVPO for 5 wk without (n = 8) or with daily exercise (n = 8, 10 degrees elevation, 2.5 mph, 10 min, 5 days/wk). Age-matched pigs with no LVPO served as controls (n = 8). In both LVPO groups, LV mass increased by approximately 55%, but in the LVPO exercise group, Km was reduced (19.30 ± 2.62 vs. 47.97 ± 8.63 kPa, P < 0.05) as was PCWP (10.52 ± 0.35 vs. 11.88 ± 0.34 mmHg, P < 0.05) and LAA (8.55 ± 0.43 ± vs. 9.83 ± 0.43 cm2, P < 0.05). LV collagen percent area was reduced in the LVPO exercise group compared with LVPO (5.96 ± 0.50 vs. 10.82 ± 0.39%, P < 0.05). LV fibrillar collagen mRNA levels (collagen type 1a) increased by twofold with LVPO (P < 0.05) but returned to within referent normal values with LVPO and exercise. The unique and significant findings from this study were twofold. First, a concomitant exercise protocol overlayed with a progressive LVPO stimulus prevented the HFpEF phenotype, but did not alter the LV hypertrophic response. Second, the structural/molecular basis for this was likely reduced collagen content and expression. Thus, although clinical studies are required, these results suggest that a regular exercise protocol for patients at risk for HFpEF represents a potential preventive strategy.NEW & NOTEWORTHY This is a translational research study that demonstrated that with left ventricular pressure overload, such as that which occurs with hypertension, that an exercise program can prevent changes in heart muscle function and structure, which in turn lead to heart failure."
Autoregulation during blood flow restricted exercise offers no additional benefit on thigh muscle hypertrophy and strength adaptations in trained participants: a randomized within-subject 8-week trial. (2026),2026,"Akçay Neslihan, Rolnick Nicholas, Keskin Kadir, Kamiş Okan, Köremezli Keskin Nevin et al.",https://pubmed.ncbi.nlm.nih.gov/41810114/,10.3389/fphys.2026.1772708,Pubmed,"BACKGROUND: With the increasing use of BFR, various cuff design features have emerged, potentially influencing training outcomes. One notable feature is autoregulation, which dynamically modifies tourniquet cuff pressure during muscle contractions to maintain a consistent applied pressure. OBJECTIVE: This study investigated the effects of autoregulated versus non-autoregulated blood flow restriction (BFR) training pressures on thigh muscle hypertrophy and strength. METHODS: Using a within-subjects randomized controlled trial design, twenty-one resistance-trained males (≥3 years of experience) completed twice-weekly sessions involving single-leg squats and knee extensions for 8 weeks. One lower limb was trained under autoregulated BFR (AUTO) and the other under non-autoregulated BFR (NONAUTO) conditions using the specific BFR device. Muscle strength (1RM), muscle thickness and cross-sectional area (CSA) of the rectus femoris and vastus lateralis were assessed pre- and post-intervention using ultrasonography. Ratings of perceived exertion (RPE) and discomfort (RPD) were also recorded at the end of weeks 1, 4 and 8. RESULTS: Both AUTO and NONAUTO conditions led to significant and comparable increases in muscle thickness and CSA across all measured sites of the thigh musculature, as well as improvements in 1RM for both exercises. RPE and RPD scores significantly decreased over time in both conditions, with no between-condition differences. No adverse events occurred in either condition. Autoregulated and non-autoregulated BFR training produced similar muscular hypertrophy and strength adaptations, and perceptual responses. CONCLUSION: The current manuscript is the first ever to investigate the chronic effects of BFR training in autoregulated and non-autoregulated applications and is pioneering in this respect. These findings suggest autoregulation does not provide additional physiological benefits under controlled training conditions in the same individual."
Stretch-mediated hypertrophy and strength increases and their impact on dynamic balance performance - a randomized controlled intervention study. (2026),2026,"Siegel Stanislav Dimitri, Sproll Mareike, Lohmann Lars H, Lebelt Niklas, Fasold Anne Marieke et al.",https://pubmed.ncbi.nlm.nih.gov/41796242/,10.1038/s41598-026-43038-1,Pubmed,"UNLABELLED: Optimizing morphological and functional muscle parameters is of crucial importance in sports and rehabilitation. While resistance training is the most common intervention when improving muscle strength as well as general motor function such as balance, this option is not always applicable, calling for sufficient alternatives. One such opportunity is high-volume, high-intensity stretching. While previous research focused on lower leg muscles, this is the first study exploring effects on the quadriceps. Forty-nine recreationally active participants were allocated into a control group and an intervention group, which underwent twelve sessions of 15-min unilateral supervised hip flexor stretch for both legs over 4–5 weeks. Measurements included muscle thickness, isometric leg extension strength, and dynamic balance. Regional stretch-mediated ultrasound muscle thickness increased significantly in the rectus femoris (proximal: ηp²=0.24–0.41, p = 0.002-<0.001; distal: ηp²=0.14–0.40, p = 0.001-<0.001), but showed inconsistent effects in the vastus lateralis (ηp²=0.18, p = 0.008 only in the left leg). Isometric strength effects were significant in 70° (shortened position, right leg: ηp²=0.09, p = 0.04; left leg: ηp²=0.21, p = 0.001), but not at 110° (lengthened position) knee angle. Balance performance improved significantly leg-dependent in anterior (ηp²=0.13, p = 0.02, left leg), posterolateral (ηp²=0.14, p = 0.009, left leg) and posteromedial directions (ηp²=0.13, p = 0.02, right leg). This study provides first results on stretch-mediated muscle thickness and strength increases in the quadriceps with the potential for implementation in balance training, if participation in an active, supervised training program is not feasible. Future research should include additional balance outcomes, other muscle groups and clinical settings. German Clinical Trials Register ID: DRKS00036510 (03.02.2026). URL: https://drks.de/search/en/trial/DRKS00036510/details. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1038/s41598-026-43038-1."
The effect of nimesulide on skeletal muscle hypertrophy and load progression after 8 weeks of resistance training in wistar rats. (2026),2026,"da Fonseca Ayron Motta, de Almeida Ronaldo André Castelo Dos Santos, Olivares Emerson Lopes, da Silveira Anderson Luiz Bezerra",https://pubmed.ncbi.nlm.nih.gov/41779070/,10.1007/s10974-026-09724-3,Pubmed,"Resistance training is currently a widely targeted practice due to its ability to induce vital adaptations resulting from increased muscle strength (MS) and hypertrophy. There are reports of the concomitant use of nonsteroidal anti-inflammatory drugs with this practice for pain relief, which arises from the adaptive signaling of training. Based on this, the present study aimed to investigate whether the use of nimesulide concomitant with training could interfere with MS and hypertrophy. The sample consisted of 18 male Wistar rats, aged 91 days, with a body mass of 331 ± 20 g, divided into three groups: Control (CTRL, n = 4); Trained (TR, n = 7); and Trained and Treated with nimesulide (COMB, n = 7). The training protocol followed the ladder-climbing model. Nimesulide was administered orally at a dose of 2.5 mg/kg every day after training. Tissue collection of the Flexor Hallucis Longus (FHL) muscle was performed two days after the last training session. After eight weeks of the training protocol, a significant increase in MS was observed in TR and COMB compared to CTRL (p < 0.05). A significant increase in FHL muscle volume was observed in COMB compared to CTRL and TR only when muscle mass was normalized to body mass (p < 0.05), whereas no significant differences were detected among groups for absolute FHL mass. Additionally, there were no differences in training load or volume between COMB and TR (p ≥ 0.05). Therefore, based on the results, it is concluded that the administration of nimesulide during eight weeks of training promoted a greater hypertrophic response of the FHL muscle in rats."
"The interplay between muscle length, range of motion, and exercise selection: a review. (2026)",2026,"Pedrosa Gustavo Ferreira, Pereira Mariano Rezende, Kassiano Witalo",https://pubmed.ncbi.nlm.nih.gov/41777276/,10.1055/a-2733-7605,Pubmed,"Emerging evidence suggests that training at longer muscle lengths may optimize muscle hypertrophy. Of note, there is an interplay between muscle length, range of motion (ROM), and exercise selection. It is difficult to identify whether muscle length per se is the main factor, limiting the ability to draw practical conclusions. Thus, synthesizing these different lines of investigation may help to clarify this topic. Firstly, we offer a comprehensive understanding of the physiological effects arising from muscle contractions in longer, moderate, and shorter muscle lengths. Subsequently, we conducted an unstructured review of long-term studies comparing muscle hypertrophy following: 1) isometric training at different muscle lengths, 2) training with different ROMs, and 3) exercises that train muscles at different muscle lengths and/or with different resistance profiles. Different lines of investigation suggest that muscle length plays a role, as training at longer muscle lengths elicits more favorable muscle growth. Notably, the greater muscle growth often observed after exercises and ROMs that train muscles at longer lengths occurs when there is a relevant external torque in the lengthened position. From a practical perspective, the selection of exercises and ROMs that impose relevant external torque at longer muscle lengths should be considered to optimize muscle growth."
Maximizing Adaptations in Concurrent Training: An Umbrella Review of Meta-analyses. (2026),2026,"Held Steffen, Wolf Lena, Rappelt Ludwig, Bloch Wilhem, Donath Lars et al.",https://pubmed.ncbi.nlm.nih.gov/41762427/,10.1007/s40279-026-02401-y,Pubmed,"BACKGROUND: Concurrent training (CT), the combination of resistance training (RT) and endurance training (ET), is widely used in athletic and clinical settings. However, concerns about a potential interference effect have prompted ongoing debate regarding its impact on strength, power, hypertrophy, and aerobic capacity. METHODS: A systematic search was conducted in PubMed, Web of Science, SPORTDiscus, and PsycNet following PRISMA guidelines and the four-eyes principle (28th February 2025). Main outcomes included aerobic capacity, muscle strength, power, and hypertrophy. Subgroup analyses were performed based on training modality, performance level, age, resistance training load, and endurance intensity. RESULTS: Seventeen meta-analyses comprising 144 individual studies and 1492 healthy participants were included. Umbrella data revealed comparable improvements in aerobic capacity for CT and ET. CT revealed significantly greater strength adaptations compared with ET (standardized mean difference [SMD] 0.59; p < 0.001). Compared with RT, CT significantly improved aerobic capacity (SMD 0.77; p = 0.02), while strength, power, and hypertrophy outcomes were comparable. No significant effects of training sequence were found; however, trends suggest performing RT before ET may favor strength (SMD 1.69; p < 0.001) and hypertrophy (SMD 0.83; p = 0.36) gains. CONCLUSION: CT improves both aerobic capacity and strength-related outcomes, making it a valuable strategy for comprehensive fitness development for recreationally trained individuals. While no relevant differences were found regarding the training sequence, performing RT before ET may enhance strength and hypertrophy adaptations. However, data from highly trained to elite athletes remain scarce and warrant further investigation. PROSPERO REGISTRATION NUMBER: CRD42025646460."
Optimizing muscle health: The role of resistance training and frequency in muscle hypertrophy (2024),2024,"Mayendra Jovan Pranata, Irfiansyah Irwadi, Damayanti Tinduh, Hayuris Kinandita Setiawan",https://doi.org/10.30574/wjarr.2024.24.3.3835,10.30574/wjarr.2024.24.3.3835,Crossref,"Resistance training (RT) is a key factor in promoting muscle hypertrophy and overall muscle health. Recent research highlights the role of RT frequency in optimizing hypertrophic outcomes. The purpose of this literature review is to explore the influence of training frequency on muscle hypertrophy and evaluates its effectiveness in tailoring programs to individual needs. A total of 63 research papers published between the years 2019 to 2024 were accessed and used for this review that met the criteria. The review indicates that while training volume is the primary driver of hypertrophy, frequency adjustments may enhance outcomes in specific contexts, such as recovery capacity and advanced adaptations. This review underscores the potential of frequency as a variable to optimize RT programs for improved muscle health."
Protein Intake for Skeletal Muscle Hypertrophy with Resistance Training in Seniors (2006),2006,"Andrews Ryan D., MacLean David A., Riechman Steven E.",https://doi.org/10.1123/ijsnem.16.4.362,10.1123/ijsnem.16.4.362,Crossref,"Variability in protein consumption may influence muscle mass changes induced by resistance exercise training (RET). We sought to administer a post-exercise protein supplement and determine if daily protein intake variability affected variability in muscle mass gains. Men (N = 22) and women (N = 30) ranging in age from 60 to 69 y participated in a 12-wk RET program. At each RET session, participants consumed a post-exercise drink (0.4 g/kg lean mass protein). RET resulted in significant increases in lean mass (1.1 ±1.5 kg), similar between sexes (P &gt; 0.05). Variability in mean daily protein intake was not associated with change in lean mass (r &lt; 0.10, P &gt; 0.05). The group with the highest protein intake (1.35 g · kg−1 · d−1, n = 8) had similar (P &gt; 0.05) changes in lean mass as the group with the lowest daily protein intake (0.72 g · kg−1 · d−1, n = 9). These data suggest that variability in total daily protein intake does not affect variability in lean mass gains with RET in the context of post-exercise protein supplementation."
Evidence-Based Guidelines for Resistance Training Volume to Maximize Muscle Hypertrophy (2018),2018,"Schoenfeld Brad, Grgic Jozo",https://doi.org/10.1519/ssc.0000000000000363,10.1519/ssc.0000000000000363,Crossref,ABSTRACT           THE MANIPULATION OF RESISTANCE TRAINING (RT) VARIABLES IS WIDELY CONSIDERED AN ESSENTIAL STRATEGY TO MAXIMIZE MUSCULAR ADAPTATIONS. ONE VARIABLE THAT HAS RECEIVED SUBSTANTIAL ATTENTION IN THIS REGARD IS RT VOLUME. THIS ARTICLE PROVIDES EVIDENCE-BASED GUIDELINES AS TO VOLUME WHEN CREATING RT PROGRAMS DESIGNED TO MAXIMIZE MUSCLE HYPERTROPHY.
Experimental chronic low‐frequency resistance training produces skeletal muscle hypertrophy in the absence of muscle damage and metabolic stress markers (2010),2010,"Zanchi Nelo Eidy, Lira Fabio Santos, Seelaender Marilia, Lancha‐Jr Antonio Herbert",https://doi.org/10.1002/cbf.1665,10.1002/cbf.1665,Crossref,"AbstractVolitional animal resistance training constitutes an important approach to modeling human resistance training. However, the lack of standardization protocol poses a frequent impediment to the production of skeletal muscle hypertrophy and the study of related physiological variables (i.e., cellular damage/inflammation or metabolic stress). Therefore, the purposes of the present study were: (1) to test whether a long‐term and low frequency experimental resistance training program is capable of producing absolute increases in muscle mass; (2) to examine whether cellular damage/inflammation or metabolic stress is involved in the process of hypertrophy. In order to test this hypothesis, animals were assigned to a sedentary control (C, n = 8) or a resistance trained group (RT, n = 7). Trained rats performed 2 exercise sessions per week (16 repetitions per day) during 12 weeks. Our results demonstrated that the resistance training strategy employed was capable of producing absolute mass gain in both soleus and plantaris muscles (12%, p &lt; 0.05). Furthermore, muscle tumor necrosis factor (TNF‐α) protein expression (soleus muscle) was reduced by 24% (p &lt; 0.01) in trained group when compared to sedentary one. Finally, serum creatine kinase (CK) activity and serum lactate concentrations were not affected in either group. Such information may have practical applications if reproduced in situations where skeletal muscle hypertrophy is desired but high mechanical stimuli of skeletal muscle and inflammation are not. Copyright © 2010 John Wiley &amp; Sons, Ltd."
Muscle fibre capillarization is a critical factor in muscle fibre hypertrophy during resistance exercise training in older men (2017),2017,"Snijders Tim, Nederveen Joshua P., Joanisse Sophie, Leenders Marika, Verdijk Lex B., et al.",https://doi.org/10.1002/jcsm.12137,10.1002/jcsm.12137,Crossref,"AbstractBackgroundAdequate muscle fibre perfusion is critical for the maintenance of muscle mass; it is essential in the rapid delivery of oxygen, nutrients and growth factors to the muscle, stimulating muscle fibre growth. Muscle fibre capillarization is known to decrease substantially with advancing age. However, whether (relative) low muscle fibre capillarization negatively impacts the muscle hypertrophic response following resistance exercise training in older adults is unknown.MethodsTwenty‐two healthy older men (71 ± 1 years) performed 24 weeks of progressive resistance type exercise training. To assess the change in muscle fibre characteristics, percutaneous biopsies from the vastus lateralis muscle were taken before and following 12 and 24 weeks of the intervention programme. A comparison was made between participants who had a relatively low type II muscle fibre capillary‐to‐fibre perimeter exchange index (CFPE; LOW group) and high type II muscle fibre CFPE (HIGH group) at baseline. Type I and type II muscle fibre size, satellite cell, capillary content and distance between satellite cells to the nearest capillary were determined by immunohistochemistry.ResultsOverall, type II muscle fibre size (from 5150 ± 234 to 6719 ± 446 µm2, P &lt; 0.05) and satellite cell content (from 0.058 ± 0.006 to 0.090 ± 0.010 satellite cells per muscle fibre, P &lt; 0.05) had increased significantly in response to 24 weeks of resistance exercise training. However, these improvements where mainly driven by differences in baseline type II muscle fibre capillarization, whereas muscle fibre size (from 5170 ± 390 to 7133 ± 314 µm2, P &lt; 0.05) and satellite cell content (from 0.059 ± 0.009 to 0.102 ± 0.017 satellite cells per muscle fibre, P &lt; 0.05) increased significantly in the HIGH group, no significant changes were observed in LOW group following exercise training. No significant changes in type I and type II muscle fibre capillarization were observed in response to 12 and 24 weeks of resistance exercise training in both the LOW and HIGH group.ConclusionsType II muscle fibre capillarization at baseline may be a critical factor for allowing muscle fibre hypertrophy to occur during prolonged resistance exercise training in older men."
Partial Range of Motion Resistance Training: A Feasible Bodybuilding Training Regiment for Local or Regional Muscle Hypertrophy? (2020),2020,"Newmire Daniel E., Willoughby Darryn S.",https://doi.org/10.1519/ssc.0000000000000550,10.1519/ssc.0000000000000550,Crossref,"ABSTRACT           Bodybuilding is defined as an active lifestyle and competitive interest in body aesthetics and muscularity acquired through resistance training. The overall goal in these cosmetically assessed competitions is to display the human physique in a muscularly proportionate and symmetrical manner. Bodybuilding training falls within the hypertrophic oriented goals and recommendations. However, a resistance training modality known as optimal muscle length-specificity training or partial range of motion (pROM) has been recently investigated and has shown some similar hypertrophic outcomes compared to the standard full range of motion (fROM) resistance training. Additionally, there is some work suggesting pROM may have some benefit in local or regional muscular hypertrophy, which may benefit bodybuilding competitors allowing a muscle group focused stimulus. This may be beneficial for competitors who desire to give more attention to underdeveloped muscle groups to create better proportion and symmetry. There are positive yet not definitive results from investigations of pROM on hypertrophy. More research is needed to assess the validity of this mode of training within this population. Bodybuilding is a competition that judges a physique based on proportionate and symmetrical muscularity. The resistance training modality pROM may have benefits for this population."
The Effect of Myofibril and Sarcoplasmic Hypertrophy Training on Muscle Hypertrophy and Strength (N/A),N/A,"GEZER Haci Tunahan, SÖZEN Hasan, ASLAN Ali, ALTAŞ Hilal, KÜÇAN Olgu",https://doi.org/10.21203/rs.3.rs-6951264/v1,10.21203/rs.3.rs-6951264/v1,Crossref,"Abstract                                    Background                   This study aimed to investigate the effects of myofibrillar and sarcoplasmic hypertrophy training on muscle hypertrophy, strength, and selected anthropometric characteristics.                   Methods                   A total of 30 healthy male volunteers aged 20-35 years participated in the study. Participants were randomly assigned to myofibrillar (n=15) and sarcoplasmic (n=15) hypertrophy training groups. The study employed a pretest-posttest design over eight weeks of myofibrillar and sarcoplasmic training. Anthropometric measurements included height, weight, body mass index (BMI), and circumferences of the shoulder, chest, waist, upper arm, and thigh. Pectoralis major (PM), latissimus dorsi (LD), and quadriceps femoris (QF) muscle thickness were measured using ultrasonography. Strength measurements included bench press, squat, and deadlift 1 RM before and after training. Paired sample t-tests were used to compare pre-test and post-test data within groups, while independent sample t-tests were used to compare differences between groups. Results were evaluated at a 95% confidence interval and 0.05 significance level.                   Results                   Significant differences were observed in the pretest-posttest ultrasound data difference means of the dominant side PM (t = -2.321 p &lt; .05) and LD (t = -2.699 p &lt; .05) muscles between the myofibrillar and sarcoplasmic hypertrophy training groups. Significant differences were also found in the non-dominant side PM (t = -2.352 p &lt; .05) and LD (t = -2.723 p &lt; .05) muscles. Myofibrillar training group showed significant improvements in bench press (t = -9.431 p &lt; .05), squat (t = -2.477 p &lt; .05), and deadlift strength (t = -5.041 p &lt; .05), while the sarcoplasmic group showed significant improvements in bench press (t = -3.287 p &lt; .05) and deadlift strength (t = -2.779 p &lt; .05) in the pretest-posttest.                   Conclusion                   Myofibrillar hypertrophy training resulted in greater hypertrophy compared to sarcoplasmic training according to muscle ultrasonography images."
